MET,0.398204
MGM,0.278087
MHK,0.412017
MKC,0.3822
MLM,0.334413
MMC,0.480263
MMM,0.465753
MNST,0.296918
MON,0.29586
MOS,0.215598
MO,0.416884
MPC,0.27891
MRK,0.316571
MRO,0.175854
MSFT,0.40025
MSI,0.334672
MS,0.428455
MTB,0.39362
MTD,0.379036
MU,0.246115
MYL,0.214997
M,0.262628
NAVI,-0.0253253
NBL,0.211662
NCLH,0.27983
NDAQ,0.388097
NEE,0.282131
NEM,0.00386553
NFLX,0.200054
NFX,0.145349
NI,0.0989016
NKE,0.356522
NLSN,0.324777
NOC,0.411367
NOV,0.166393
NRG,0.150473
NSC,0.307725
NTAP,0.313268
NTRS,0.427213
NUE,0.352897
NVDA,0.156072
NWL,0.243662
NWSA,0.0224386
NWS,0.0111325
OKE,0.224382
OMC,0.404804
ORCL,0.00586779
ORLY,0.353972
OXY,0.249683
O,0.0322895
PBCT,0.422966
PCAR,0.441989
PCG,0.241948
PCLN,0.307585
PDCO,0.33121
PEG,0.274503
PEP,0.448957
PFE,0.392421
PFG,0.465334
PGR,0.418321
PG,0.370138
PHM,0.35665
PH,0.433921
PKG,0.0444164
PKI,0.427849
PLD,0.374782
PM,0.348561
PNC,0.406192
PNR,0.342181
PNW,0.309213
PPG,0.432891
PPL,0.288605
PRGO,0.210517
PRU,0.449862
PSA,0.308228
PSX,0.361193
PVH,0.26399
PWR,0.292624
PXD,0.178531
PX,0.398771
PYPL,0.00295826
QCOM,0.312267
QRVO,0.00445848
RCL,0.312135
REGN,0.295446
REG,0.347519
RE,0.284167
RF,0.341706
RHI,0.405498
RHT,0.317156
RJF,0.398445
RL,0.248737
RMD,0.291484
ROK,0.395854
ROP,0.44932
ROST,0.354356
RRC,0.120925
RSG,0.478298
RTN,0.349984
SBAC,0.291725
SBUX,0.454554
SCG,0.288558
SCHW,0.423239
SEE,0.372635
SHW,0.377453
SIG,0.26187
SJM,0.326937
SLB,0.23272
SLG,0.420073
SNA,0.449855
SNI,0.274989
SNPS,0.426677
SO,0.251645
SPGI,0.420726
SPG,0.347925
SRCL,0.300934
SRE,0.317163
STI,0.395016
STT,0.421227
STX,0.264552
STZ,0.283076
SWKS,0.324974
SWK,0.432243
SYF,-0.0413414
SYK,0.401995
SYMC,0.248485
SYY,0.348209
TAP,0.291746
TDG,0.280162
TEL,0.464401
TGT,0.267192
TIF,0.274875
TJX,0.412772
TMK,0.498259
TMO,0.395944
TPR,0.226112
TRIP,0.220018
TROW,0.491662
TRV,0.453336
TSCO,0.374175
TSN,0.207094
TSS,0.403695
TWX,0.253656
TXN,0.458291
TXT,0.395588
T,0.378965
UAA,0.279257
UAL,0.308131
UA,0.0328784
UDR,0.316771
UHS,0.199531
ULTA,0.249292
UNH,0.370973
UNM,0.385314
UNP,0.372373
UPS,0.432664
URI,0.33065
USB,0.454545
UTX,0.448938
VAR,0.32695
VFC,0.379478
VIAB,0.295295
VLO,0.312887
VMC,0.355218
VNO,0.342278
VRSK,0.423517
VRSN,0.377426
VRTX,0.22101
VTR,0.226102
VZ,0.374616
V,0.410323
WAT,0.383111
WBA,0.29323
WDC,0.332889
WEC,0.28277
WFC,0.470327
WHR,0.337721
WLTW,-0.0370177
WMB,0.243969
WMT,0.34448
WM,0.46624
WRK,-0.0357912
WU,0.403703
WYNN,0.185999
WYN,0.407085
WY,0.380362
XEC,0.201354
XEL,0.286354
XLNX,0.353374
XL,0.302637
XOM,0.339384
XRAY,0.344596
XRX,0.319622
XYL,0.374474
YUM,0.305817
ZBH,0.30999
ZION,0.348207
ZTS,0.317183
